GEO_NAME,0 to 4 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,5 to 9 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over,High (secondary) school diploma or equivalency certificate,"No certificate, diploma or degree","Postsecondary certificate, diploma or degree",Immigrants,Non-immigrants,Non-permanent residents,Married or living common-law,Not married and not living common-law,With children,Without children,Apartment in a building that has fewer than five storeys,Apartment in a building that has five or more storeys,Apartment or flat in a duplex,Movable dwelling,Other single-attached house,Row house,Semi-detached house,Single-detached house,"$10,000 to $19,999","$100,000 and over","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","Under $10,000 (including loss)"
Kamloops,-0.1557531780203426,-0.14868133361749883,-0.14393384103100515,-0.13412862167294984,-0.1302369597364585,-0.1357908665676574,-0.13612197144084712,-0.15119656052903976,-0.14463989334185526,-0.1516976745584509,-0.1344051698759776,-0.1357127646162466,-0.12069521703109969,-0.12088760256886914,-0.11363682356568386,-0.11520760751569271,-0.1069597946139267,-0.11517328918985528,-0.09309579146281205,-0.1550253471589117,-0.144297329309818,-0.16354572208670937,-0.11766858150690478,-0.11832959567965466,-0.13188173807353473,-0.13509433172138302,-0.14855040414789342,-0.10809822416607004,-0.1369633743458711,-0.16227159746291991,-0.04168592178641928,1.5278397048954038,-0.13745059143186927,-0.09725897906005584,-0.0705035052146054,-0.13907056598407885,-0.13246180159238358,-0.12276571690692155,-0.1368102753857181,-0.13340715411829768,-0.13941171414875977,-0.1330124613543012,-0.13766045959558001,-0.14189921243003048,-0.13311229479167208,-0.13400430046832007,-0.1268732201078087
Kawartha Lakes,-0.2077658820446377,-0.2141851217245137,-0.21091173862065898,-0.2106338128342365,-0.20561103816424944,-0.2070378735262729,-0.21171893013577556,-0.21353310154024358,-0.20590523850845252,-0.21589138483148732,-0.1866720127148334,-0.16284442129183505,-0.14991314935860622,-0.1315158951857765,-0.12908090151746793,-0.12178900089487292,-0.13660118838565047,-0.14451926179375774,-0.1610350954689987,-0.16618094414392226,-0.19804956389909326,-0.18342073897550826,-0.1853216486357243,-0.21683718887364892,-0.17798551019986172,-0.19545066873834718,-0.18924691018881928,-0.1527405874079904,-0.21381750858007206,-0.16438003395140033,-0.2094455445357023,-0.4205185955547462,-0.1458960962817537,-0.2565483959170104,-0.2481576130149249,-0.11437537787320376,-0.15687539280391766,-0.19914736338191602,-0.16850470606305248,-0.18087713620168852,-0.18379593610583347,-0.18890805124507246,-0.19888471239596697,-0.19910231136073508,-0.2042236660999789,-0.20267934956757727,-0.17932994869786084
Kelowna,-0.0326146678905355,-0.01528697969916493,-0.0033344892081893693,0.02109423954165461,0.010412736335289524,0.00731911570944639,0.010749107306761445,-0.007922166091210717,-0.0017255928410825471,-0.021360770403218626,0.011379981010035286,0.04102437244320903,0.08552761653358328,0.10629215211752586,0.12241186785647026,0.12374759825146549,0.1384854050324201,0.12491452176253957,0.10697064048914454,-0.02542918332733162,0.028987644822229815,-0.08401999831349893,0.10495781335747874,-0.05895515594628825,0.05308737432546409,0.015504788525445382,-0.022308181327062183,0.16436067457089498,0.07344916275341794,-0.13309083646235065,0.21802889790462912,3.5606931357222185,0.014568495866050659,-0.019513232824122897,0.008348318033664747,0.08051081496845218,0.040039494204903305,0.014820394167357028,0.04763202937344645,0.07006930881862104,0.06477408541359583,0.06312617170930687,0.048995383048755135,0.04356114919750552,0.031179494093036806,0.016292733216119883,0.00951427422632691
Kenora,-0.292364858469696,-0.2880426317965932,-0.2834485305446768,-0.2773575183675961,-0.2701579009062804,-0.2742810861457155,-0.2818332642112671,-0.27963419387361604,-0.2764462714479365,-0.2927567385640602,-0.2747950337592699,-0.28499135757028743,-0.29624528346358703,-0.30776841441615704,-0.3082673059353262,-0.3096118427160926,-0.29745997165902943,-0.2931368774369128,-0.30013997633865086,-0.2885737796366098,-0.27803611958251706,-0.20261159005057916,-0.33360501293593076,-0.2199215753533043,-0.293349755846918,-0.27908443306485387,-0.2684449212159855,-0.31913485040060263,-0.23636438421798095,-0.17399450433887115,-0.24044460526111328,-0.5596870455868997,-0.25568765933025145,-0.28179342271201163,-0.27222483617503945,-0.34460655869854967,-0.276614420752593,-0.26359318591948,-0.28172492515565956,-0.2942077887915058,-0.3017862901283648,-0.29689071387974875,-0.29647418263695496,-0.29120289831834756,-0.28692685969051757,-0.28739734046461174,-0.2627413408915477
Kentville,-0.2798316767770948,-0.272528576718616,-0.26528043686651154,-0.2617537198659029,-0.260892302867505,-0.2635016398479423,-0.26981366408403995,-0.2641331001940982,-0.2592690718685167,-0.27688237203233323,-0.25265187668560407,-0.2630898997719209,-0.27211927295249244,-0.27972153112154036,-0.27685264737431087,-0.27594548427644,-0.27324078406506,-0.2756322621994973,-0.28284565323160943,-0.26320276477927146,-0.25948893050770944,-0.19942166694407226,-0.3050914794590185,-0.21009009344940274,-0.27297066073034415,-0.26246632160618305,-0.2548003200652378,-0.28877492155251344,-0.2195853139758162,-0.17652462812504766,-0.22429383412686554,-0.2564986365882795,-0.2303511447805981,-0.2811232007617019,-0.2294738476669412,-0.31229702092015477,-0.2474626654572415,-0.2661481386473006,-0.250151005621585,-0.2652856805022875,-0.2744941288007232,-0.2832248582351113,-0.28979775599746965,-0.2861661474691031,-0.2804621895715806,-0.28289405855646377,-0.23864240815314752
Kingston,-0.07491415610306465,-0.07628240992027188,-0.053500121006108216,-0.02199087572421459,-0.037060440133042896,-0.054893688637702026,-0.07212287251780447,-0.0760162561833783,-0.07776332964598084,-0.0812377669702591,-0.05662311558675561,-0.033179074127376224,-0.03231400264623556,-0.013571370173151683,0.0028957646159595116,0.011104519261650446,0.013413182532219816,0.0030686706001376057,-0.015665242888118935,-0.09962983984477343,-0.04625394569353327,-0.12799475599086726,0.005712530549456212,-0.09635334201210995,-0.04536416894527316,-0.03693480895279365,-0.07831037039795724,0.002571130863725549,-0.09838649410160842,-0.010042482994632323,-0.12843119255584667,-0.3360234651780815,-0.03610453323325598,-0.0798332083520019,0.006764948088920366,0.0324580947693744,-0.032076969308115134,-0.058548696106177335,-0.05889982126824023,-0.0368167435545769,-0.04007559834007102,-0.035559228478607874,-0.020183761066763298,-0.020477540171459387,-0.036365162666891,-0.029021540984619502,-0.06402902050982541
Kitchener - Cambridge - Waterloo,0.648720421873499,0.6073968036015269,0.6382432666505997,0.680180056851978,0.6545279617948787,0.5902305069356983,0.5602767903164785,0.5264226774613109,0.5356917246670315,0.6124999002320564,0.524381853518719,0.5158828455043112,0.48778944003012537,0.48064423651304095,0.47867866606239806,0.4793959712417804,0.4757466292887405,0.4703732518891806,0.6535237713925864,0.6372770238507827,0.4871868648118394,0.3726435782046095,0.6676551844824934,0.6334896087363485,0.5634332221272189,0.5228903356585546,0.5723591314342218,0.5943165820879217,0.1879063919053274,0.3071507023323647,0.07189046877054872,-0.4006373884072957,0.22570611711316166,0.8578073001313619,0.5340271396887991,0.7978031329722449,0.5408393455046616,0.4857706357880168,0.4979219161637884,0.5566366251733773,0.5933414657388296,0.6383242760963015,0.628708087638962,0.5983232784499992,0.538767558259227,0.543739626707956,0.5098787526783689
Lachute,-0.2931481823254836,-0.2916227983530495,-0.2860246035288942,-0.281666029894183,-0.2746345381609696,-0.2785928646648248,-0.2853126221428328,-0.28284513470723044,-0.2809123433385856,-0.29637720812392776,-0.2769306681978468,-0.28466447014046103,-0.2980638269694484,-0.3051113412619302,-0.3056347926480903,-0.2918927066952228,-0.28733852012722133,-0.2833548865689453,-0.3066675516545407,-0.2713622871454506,-0.2808388700310948,-0.2038430885152896,-0.3357483992792977,-0.22377705845287357,-0.2952214581904682,-0.2767405953106951,-0.27319086944233256,-0.3220225557152024,-0.21329316263500442,-0.1766933030441261,-0.21804192272005996,-0.6441821759635644,-0.17967811568129147,-0.2804529788113921,-0.27095814021924397,-0.36307650147314163,-0.26954732855978053,-0.277817027225108,-0.2708789222622751,-0.28847052274500323,-0.3004997909412032,-0.3040596873326733,-0.30670190004212405,-0.3077522225372935,-0.30119371788403365,-0.3014700964275743,-0.26429946154273737
Lacombe,-0.29064154598696335,-0.283932070194736,-0.27992337803995815,-0.278056195912448,-0.27505096953349883,-0.27715560515845505,-0.2809897835005845,-0.28107358114385694,-0.27839302073360406,-0.28913626900419265,-0.27816708813597024,-0.29098429378377083,-0.30667159956385903,-0.3157396338788376,-0.31581384402540247,-0.3126494088910989,-0.3017977366012329,-0.29725561043395177,-0.30539204843189555,-0.29176109306089854,-0.28055522976271385,-0.19848093895019625,-0.3399572306444547,-0.2204998978182397,-0.29675625411217926,-0.28394311819471946,-0.2679110020405215,-0.3253785375673048,-0.23666401047230531,-0.1766933030441261,-0.24747800559376956,-0.2863204473094552,-0.25568765933025145,-0.27419757394183425,-0.25417441880495356,-0.36245912177036976,-0.2792645803248977,-0.26706334559457956,-0.28064032486632107,-0.2971943108431098,-0.3074836436715088,-0.3076441740591356,-0.30556548699710523,-0.3001970962634269,-0.29495196742437035,-0.29133771213424126,-0.26107934553027873
Ladysmith,-0.2953414891216888,-0.2888382243646946,-0.28385527891060586,-0.28236470743903497,-0.2767166950236158,-0.27972213999125817,-0.2823604396554437,-0.28207008002325457,-0.27919462338064366,-0.29303523622251154,-0.272996604758363,-0.2840106952808083,-0.2927294326855883,-0.2933021272431442,-0.29089271823956914,-0.29239896772439056,-0.2884229613627722,-0.29107751093839335,-0.2989395027173378,-0.2890200035160102,-0.27571892281371013,-0.19901116745583547,-0.33468320121774564,-0.22127099443815357,-0.28960635115981775,-0.2814282708190126,-0.2689195160386202,-0.3087547204859603,-0.24115840428717086,-0.1766933030441261,-0.24226807942143158,-0.32608286160435623,-0.21346013508082923,-0.27419757394183425,-0.26557468240711307,-0.34486380024137125,-0.2715550252054659,-0.26782601805064543,-0.27509681227636906,-0.28854911543057177,-0.298202470964129,-0.30170736791843245,-0.3022982994926762,-0.29911779251001736,-0.2922769315130861,-0.2916191672535005,-0.25339261698440974
Lethbridge,-0.08071075263589272,-0.09537663155470537,-0.10353017001538403,-0.08021400446187567,-0.10452232248277844,-0.1134106828256139,-0.12030670811554828,-0.12883069679144976,-0.13799804283781295,-0.09126368267450774,-0.14766858375766573,-0.1524929860140001,-0.14348762897122927,-0.14096326640080528,-0.14557798478414635,-0.14254570309074896,-0.13696266879750074,-0.13044692405387467,-0.0977476267454002,-0.11193286966252795,-0.1436675517647688,-0.13414369624174782,-0.10622419745535139,-0.15746274914028252,-0.1301223378705976,-0.13022558720201458,-0.12565120395576895,-0.12331721163490653,-0.16280613878134803,-0.1627776222201552,-0.091440716732247,0.6381556850469935,-0.247242154480367,-0.16383435945749267,-0.10913773186636828,-0.06390458717160279,-0.1445882893323232,-0.14446374828199487,-0.10722478971543067,-0.12311151230882053,-0.13132514782945856,-0.1303240963094545,-0.12388145142472727,-0.11923383360843055,-0.13355813411021947,-0.12781228784461654,-0.1364296934351053
Lloydminster,-0.23439889314141532,-0.23526832477920065,-0.23626572009690444,-0.24556769007683316,-0.24267343031935107,-0.23629637062022885,-0.23480921459071188,-0.23634185366867697,-0.2420918722890969,-0.2365002115568873,-0.2487178132461203,-0.2649422618742703,-0.2812119904817994,-0.29418781829455315,-0.3008962687310656,-0.30100540522024155,-0.29095332424572423,-0.287130391816231,-0.26056186163598555,-0.2514097051094031,-0.25491222651620693,-0.18425029002465348,-0.2889836063331091,-0.21394557654897198,-0.2630431515001542,-0.2542880379403844,-0.23101125458067323,-0.29587711570463715,-0.211345591981896,-0.17492221639380254,-0.24747800559376956,-0.21673622229337844,-0.2725786690300203,-0.23666514472448733,-0.2620912685286754,-0.29933204716194534,-0.2590269981363892,-0.23060760219463214,-0.25834576336325316,-0.263871012162054,-0.2698075960474918,-0.27011907864148355,-0.2699105277096409,-0.2627812328118968,-0.2599535809184012,-0.2527783607957239,-0.23490291859029233
Lloydminster (Alberta part),-0.27356508593079415,-0.27106999034376345,-0.2671785959075139,-0.27153520549383,-0.2677634205142373,-0.2653495449275605,-0.26696691668548617,-0.26568320956205,-0.266483495691873,-0.2746543907647224,-0.2681633268184258,-0.2841196577574171,-0.3004885516439303,-0.3117540241474973,-0.31476083871050814,-0.3129025394056827,-0.30143625618938263,-0.29348010518666606,-0.2943626970360817,-0.2828366154728901,-0.27293540221383616,-0.19571861947726937,-0.32568097857560435,-0.21722273718360585,-0.28781700371938385,-0.2755737061283671,-0.2567580237086059,-0.31975921911727284,-0.22355536184561411,-0.17601860336781236,-0.24982247237132166,-0.44537010448905934,-0.28102417387990475,-0.27106987150705536,-0.2696914442634485,-0.3424971780474124,-0.2769356522159027,-0.24841600404376965,-0.27690447942526647,-0.28886348617284585,-0.2987538277586268,-0.2994670637143935,-0.29746854405134643,-0.2913827822772491,-0.2851435024163281,-0.2792351420060935,-0.25547011118599594
Lloydminster (Saskatchewan part),-0.2749750688712118,-0.27398716309346854,-0.2728730730305209,-0.26967206537422483,-0.2650566165927973,-0.265760190500809,-0.26844300792918074,-0.2704442597636162,-0.27209471422115017,-0.27618612788620484,-0.27535704282205326,-0.29131118121359717,-0.3073990169662036,-0.3204633194863519,-0.3240623856587417,-0.32328089050362074,-0.31408807060414273,-0.31613313667038023,-0.29518802265073446,-0.283410331889262,-0.27943509107571796,-0.1935891533820409,-0.33291653126200077,-0.22088544612819663,-0.29257112767200116,-0.2799797187306055,-0.2607327553481716,-0.3264711828214777,-0.2348662529463591,-0.17551257861057706,-0.25112495391440615,-0.4205185955547462,-0.2725786690300203,-0.25118662031453226,-0.2757082500534771,-0.35304408130309867,-0.2787024252641058,-0.26622440589290713,-0.2812428805826202,-0.2911426740543332,-0.2973754357723823,-0.298458926822576,-0.3003095766638934,-0.2946206935374777,-0.2904935742388966,-0.2868344302260933,-0.2577553548077408
London,0.5327884912169375,0.5377824538926549,0.5364205923796888,0.5630351218318039,0.5422997068982508,0.4758657147859899,0.4629602033214729,0.44061305173540866,0.442133244291125,0.5413437484977361,0.4492974427308573,0.5069479224223905,0.5393148393628651,0.5606516614903159,0.5862607090674393,0.580648177075322,0.5617789673091095,0.5776319236870697,0.6037041161080939,0.5361116957638582,0.4604814124244479,0.24950228380623796,0.6712274950547716,0.5297771133579358,0.49941351516842997,0.5173777902110052,0.44469312414548645,0.5993895779108672,0.0900784198684205,0.4700063367025937,0.020312199664402706,-0.06762716868749963,0.12436005891454838,0.8251898318829531,0.23635359007685555,0.8618048288262629,0.5552144534877689,0.3258763553738122,0.5076833187678343,0.5676396011529712,0.5967414993048994,0.6027034392520825,0.5684781962529665,0.5159364252730725,0.426861889303835,0.40104188124351575,0.44454156003848216
Matane,-0.2939315061812712,-0.2859210516149895,-0.2807368747718163,-0.27607660953536756,-0.2747386460041019,-0.2770529437651429,-0.2810952185894198,-0.27575892045373657,-0.27323986085977814,-0.29136425027180346,-0.272996604758363,-0.27779983411410736,-0.2824243528190404,-0.28724990505851644,-0.28369718192112425,-0.2815143555972848,-0.2808318727139161,-0.2847277975679583,-0.30295358638860337,-0.263903973732615,-0.27074319946160386,-0.204176619349482,-0.32408318148327625,-0.21317447992905814,-0.28369177175419935,-0.2728476115731009,-0.26826694815749746,-0.30493046209635527,-0.21718830394122124,-0.17652462812504766,-0.22351234520101484,-0.45531070806278456,-0.21346013508082923,-0.2811232007617019,-0.2582911806612889,-0.3359632428597434,-0.2602316161238004,-0.2734316606027294,-0.26268416452060694,-0.28186873715724686,-0.28708344227508986,-0.2929701815226806,-0.2990311119882473,-0.298398256674411,-0.2927227708316335,-0.2952780838038708,-0.25817085364805803
Medicine Hat,-0.19601602420782405,-0.17864865368265137,-0.18352401531476814,-0.20038654217640814,-0.20654800875244023,-0.19666907280174817,-0.1892612562138512,-0.18463463403771394,-0.19204896418105388,-0.18664913069409547,-0.1926293087803374,-0.19618693913412447,-0.1890724528514884,-0.187462046599775,-0.20331777621752087,-0.20304389607629006,-0.19660693675279856,-0.18999693863606268,-0.1779542705693798,-0.1680933321984955,-0.20534248402000646,-0.17559559248099407,-0.19640230651991847,-0.19736699922082424,-0.1965677710666275,-0.1975128435864268,-0.19197583041896885,-0.19067098694570594,-0.16670128008756485,-0.1728137799053221,-0.22715929352165143,0.5188684421622904,-0.2303511447805981,-0.2071753789108576,-0.18007270539091652,-0.1763705896932131,-0.20112502687482317,-0.1873640739356987,-0.17784431966568903,-0.18928655355752103,-0.2013474607306804,-0.20963086513243254,-0.2031462613147874,-0.2070172055524049,-0.20935081826327376,-0.200146253494244,-0.18587405543285745
Midland,-0.28045833586172486,-0.278230323456676,-0.26975466889173133,-0.26548000010511325,-0.25797728325980035,-0.26031913665526635,-0.2678103973961688,-0.26966920507964026,-0.2617883944734983,-0.2803635927629751,-0.2601827981269016,-0.2615644250993978,-0.26714858736980457,-0.2696836992055723,-0.2673755995402616,-0.26202330597432805,-0.2555282438843958,-0.23839205135127023,-0.27144115382913525,-0.25988795881801113,-0.2645127284815752,-0.196753420270533,-0.307195895141597,-0.22127099443815357,-0.2737268284771384,-0.2559176590398425,-0.25652072629728856,-0.28994561289627013,-0.2228062962098032,-0.16766919487342982,-0.21309249285633888,-0.6441821759635644,-0.1458960962817537,-0.2614633568859487,-0.2535410708270558,-0.3159498508282217,-0.24545496881155612,-0.26214410825295487,-0.24912666090387645,-0.26457834633217076,-0.27890498315670564,-0.2805364931902646,-0.28368953588049367,-0.28184893245546505,-0.2842518237792333,-0.28233114831794526,-0.24622526198893724
Miramichi,-0.2821816483444575,-0.2737219655707681,-0.26690743033022785,-0.26350041372803273,-0.2626621362007542,-0.2676080955804273,-0.27139519041656984,-0.2662368200506042,-0.25388688266696513,-0.2778571138369129,-0.25006663499680043,-0.2611285751929627,-0.2706644381478033,-0.269093238504633,-0.26720009865444583,-0.27214852655768224,-0.2627578521214016,-0.27237159857684146,-0.2724165386464521,-0.2656888692502167,-0.2609840512444293,-0.20149982060327112,-0.3018828950540995,-0.2201143495082828,-0.2734947373865382,-0.25954909865036313,-0.2546816713595791,-0.288228598925427,-0.22520330624439813,-0.1766933030441261,-0.24331006465589916,0.19579882601621962,-0.247242154480367,-0.2831338666126312,-0.25702448470549344,-0.30041246164179614,-0.24963097783458169,-0.2680166861646619,-0.24882538304572688,-0.26127745353829257,-0.2718292376273171,-0.279640371508649,-0.2839736391417484,-0.28310812016777614,-0.2757808767268331,-0.27895368688683425,-0.24279739655632
Moncton,-0.09418392295543905,-0.073497835931917,-0.08075226152335602,-0.07229565895355376,-0.08286789111125839,-0.08322823319184883,-0.06685111807603819,-0.05708277747482439,-0.04672985573916241,-0.0760855602889091,-0.06617726965407333,-0.07120697846384356,-0.07486792068339236,-0.05593692546554633,-0.04238346392449831,-0.053190631442648476,-0.06900435136964626,-0.07604532571798536,-0.04909093028155477,-0.07597997423655099,-0.07671402604034018,-0.14481668293590488,-0.015929176408418858,-0.040256062913377404,-0.05985114508435123,-0.07430544095579729,-0.08483604920918443,-0.026383968371855665,-0.02782451120821922,-0.15468122610439033,-0.08232334593065553,2.0099589782210785,-0.04455003808314042,-0.18550486918417514,0.15211830901645448,-0.02557559729118207,-0.06355765271246172,-0.15552249889494962,-0.057031898547712914,-0.016539830677896696,-0.006442833875704616,-0.04048789772749351,-0.0708961932007265,-0.08865356059516079,-0.09387843475950279,-0.11880572402832051,-0.08573883491640145
Montréal,6.542449112819228,6.435642759989647,5.8777045509716155,5.710774826043371,5.7824638831198385,5.71108346673786,5.983541454739121,6.484821643672541,6.124350865163193,6.607579744885064,5.870774067777163,6.068392728534977,6.359987656690316,6.428354877074592,6.530475711646146,7.030413688671922,6.774904286191891,6.811505928580382,5.175632873277595,6.817222768472702,6.444781484271537,3.844930468109715,7.481233555861125,6.00918969446575,6.455200319582466,6.33017589564079,5.541782194889377,6.586539248151142,11.121867664710248,2.918491462045156,7.567411252913203,3.694891283967509,10.563004053371717,2.3847963102537806,5.403523067755667,5.601325910388836,6.020164723043342,4.631963175944381,6.412669082927706,6.573378261557599,7.037507787030148,6.908375667150249,6.549846207078705,6.25405483027479,6.20449361835931,5.537879262844102,5.084936483411551
Moose Jaw,-0.2591519269843028,-0.24905859595962485,-0.24941725059527775,-0.2533695893276797,-0.24933633227981877,-0.24779444667118697,-0.2503081726495047,-0.25062500427337553,-0.2513675600619836,-0.25446331052699944,-0.2529890821232741,-0.2596031005204396,-0.2655725163313914,-0.271602696483625,-0.2750976385161536,-0.2749329622181046,-0.2584200871791981,-0.2433688537226923,-0.25752316278203685,-0.2507722424245454,-0.2557775697078776,-0.19145968728681248,-0.29042552078228323,-0.20237912725026425,-0.26529668112178856,-0.25015362885472237,-0.24447788267293297,-0.2838580179087355,-0.21344297576216661,-0.16589810822310624,-0.2344531901629246,-0.38572648304670776,-0.1458960962817537,-0.2657080959045772,-0.2560744627386468,-0.2856467970838354,-0.24802482051803337,-0.2417426200531935,-0.2488856386173568,-0.2600199705691961,-0.26594809848600715,-0.2737035653679458,-0.27232540543030587,-0.2697967072090587,-0.2648578134224224,-0.25868891830016816,-0.23698041279187854
Nanaimo,-0.1681296949417863,-0.1489465311401993,-0.15640745758616337,-0.14833506508493913,-0.1460613518925693,-0.1445170849991881,-0.13960132937241285,-0.1494250069656663,-0.14578503998048323,-0.15657138358134956,-0.13530438437643103,-0.1327707777478093,-0.11717936625310098,-0.0828028873582844,-0.07520212957203944,-0.07217542003643752,-0.07876432248960409,-0.08685699983521257,-0.10701378250991048,-0.14654709345030364,-0.1347833616636168,-0.13940322093478194,-0.12712546185824514,-0.15167952449092864,-0.13230099939848997,-0.12671486026552783,-0.15762703013078214,-0.09717177162434128,-0.12318056664695007,-0.15324748929222362,0.07319295031363322,0.9015816797507127,-0.11211407688221595,-0.19689864233944118,-0.14397187065074465,-0.11252323876488812,-0.11937161946251497,-0.16192894752590273,-0.11632338103154759,-0.10715719713840936,-0.11267090961561599,-0.12651557916258832,-0.13666609818118858,-0.14387793597794793,-0.1467103940073671,-0.15511343441276387,-0.1288468395993156
Nelson,-0.2911115403004359,-0.2819430887744825,-0.278974298519457,-0.2779397496549727,-0.26672234208291423,-0.2675054341871152,-0.2724495413049231,-0.2686727062002427,-0.26465126107006826,-0.289414766662644,-0.26771371956819906,-0.283138995467938,-0.29151707034834734,-0.2950735093459621,-0.2952802403849623,-0.29948662213273847,-0.29384516754052653,-0.2909058970635167,-0.2978890882986889,-0.2937372273839575,-0.266474173049362,-0.19510287024491416,-0.3287596607778951,-0.20796957774463964,-0.28619236608518234,-0.2719020289598351,-0.26506343310471325,-0.3088327665755441,-0.23134564445804773,-0.1766933030441261,-0.21257150023910507,-0.28135014552259263,-0.07833205748267819,-0.27375075930829446,-0.26304129049552205,-0.3386900032136525,-0.26737901618244037,-0.26321184969144706,-0.26744435467937006,-0.28029688344587633,-0.2932402598136487,-0.2945383944655079,-0.29746854405134643,-0.2919224341539539,-0.2882643776461597,-0.28401987903350073,-0.25443136408520284
New Glasgow,-0.27340842115963665,-0.2583405092541411,-0.25402706540914055,-0.2562807457645628,-0.2570403126716096,-0.2609351050151391,-0.26380386402042644,-0.25494316608409834,-0.24735954682678563,-0.2682489446203413,-0.24163649905504953,-0.24903374028938707,-0.2555099089322916,-0.2558078727334988,-0.25140501893103034,-0.2572138261972348,-0.25588972429624607,-0.2582992608369584,-0.2643133417025889,-0.2425489737898804,-0.25264310436915943,-0.20108076904236272,-0.28478776518821497,-0.21837938211347663,-0.2640913048125423,-0.24793050377459752,-0.24774072207854655,-0.27667777766702806,-0.21801227614061325,-0.17652462812504766,-0.23497418278015839,0.16100671350818124,-0.247242154480367,-0.2661549105381171,-0.23929074132435638,-0.280810656078789,-0.2354967934489567,-0.2608856987004462,-0.2366537575764844,-0.2535753703525768,-0.2579534249657889,-0.267206683176233,-0.276871057610381,-0.2780713693185317,-0.2762267160453805,-0.2747318600979455,-0.2299169325064854
Norfolk,-0.2149724615178834,-0.21736749199691927,-0.20969149352287175,-0.22146331477944145,-0.22049845973216947,-0.21894659515047954,-0.2228950495523201,-0.22305520194337597,-0.2182728222056348,-0.21282791058852246,-0.2017338555974284,-0.19259117740603443,-0.18240445999666327,-0.16886253452018712,-0.17190311765650554,-0.17292136484081144,-0.1850395635735893,-0.1954885826321146,-0.19626149329440415,-0.16337610833054816,-0.2170390394940881,-0.17943547311054256,-0.21656312836783087,-0.2149094473238643,-0.20272941518159457,-0.21290370952575266,-0.20028123981507615,-0.19371478443947324,-0.21876134177642417,-0.17019931865960636,-0.22351234520101484,-0.5199246312919987,-0.1290050865819848,-0.243367364227585,-0.23454063149012322,-0.16150202851812373,-0.17879944017480187,-0.22031152403774323,-0.1926671902866477,-0.2038262003876987,-0.2092502414518157,-0.2061583936161722,-0.21095910099929155,-0.2138527959906652,-0.21425505076729492,-0.2173150157690583,-0.19408015752912303
North Battleford,-0.2759150574981569,-0.27518055194562063,-0.26907675494851624,-0.27048718917655207,-0.26734698914170807,-0.26904535508679706,-0.27318758692677036,-0.2732123122063872,-0.27163665556569894,-0.27827486032459,-0.27333381019603303,-0.2843375827106347,-0.2955178660612425,-0.3034875743343471,-0.3066877979629846,-0.30277731882232856,-0.29059184383387393,-0.27837808419752325,-0.29372494542475913,-0.2756332871339975,-0.27524298405829123,-0.19526535962567457,-0.3272138245666183,-0.21356002823901507,-0.29053471552221866,-0.2719925634653606,-0.2634616755783211,-0.31780806687767843,-0.22917335411419607,-0.17416317925794958,-0.24721750928515265,-0.41554829376788355,-0.22190563993071366,-0.2746443885753741,-0.26620803038501084,-0.3384327616708309,-0.2715550252054659,-0.2653854661912347,-0.272385311553023,-0.2861127421779474,-0.2938835094072295,-0.29431436404510397,-0.29633213100632766,-0.29156266623615074,-0.28781853832761234,-0.2837384239142415,-0.2570282318371856
North Bay,-0.21653910922945857,-0.21087015269075787,-0.20277677130207752,-0.20027009591893283,-0.20217547934088329,-0.20365004754697275,-0.20739609149352722,-0.21098649329289423,-0.2001795053153126,-0.21449889653923057,-0.19397813053101756,-0.1810411548855028,-0.18446547596997284,-0.19425234466057695,-0.19243672129694572,-0.19165302292001662,-0.17347219039438003,-0.18896725538680295,-0.20605285626823888,-0.18600603364299823,-0.19736209680793268,-0.1925286963707625,-0.1974545143612077,-0.20372854633511348,-0.20222779895352314,-0.19385122580739764,-0.202535565222591,-0.19582202885823521,-0.18250656500317539,-0.14160891987581162,-0.16646365361391394,-0.4801622169970977,-0.16278710598152257,-0.19153686673696305,-0.14302184868389803,-0.20513019418066972,-0.17309758170105544,-0.2036089972499012,-0.1871839332683256,-0.19714582211437381,-0.202542067118759,-0.20559831756516245,-0.20215189990039598,-0.2070172055524049,-0.21314045247092647,-0.21421900945720654,-0.19387240810896442
Okotoks,-0.26244188717861056,-0.23805289876755553,-0.2361301373082614,-0.261055042321051,-0.2658894793378557,-0.2615510733750119,-0.25557992709127103,-0.24674973085349608,-0.2414047843059201,-0.25251382691783997,-0.24916742049634702,-0.2713710479941888,-0.28315177022138494,-0.2933021272431442,-0.2933497306409893,-0.29391775081189364,-0.2920377654812751,-0.29296526356203617,-0.2730542902577747,-0.2774181826515992,-0.2576717098052011,-0.1890822110841076,-0.30224662122145873,-0.2204998978182397,-0.268523495962069,-0.26720429406201474,-0.23468936445609218,-0.30063792716924753,-0.2327688691660885,-0.17660896558458689,-0.24747800559376956,-0.5398058384394492,-0.2725786690300203,-0.25677180323378035,-0.2506910049265159,-0.31250281415441206,-0.26256054423279546,-0.22084539475698933,-0.26599822096025216,-0.27896080779121135,-0.2891050838549152,-0.28837755790440084,-0.28383158751112103,-0.2778914853596301,-0.2682016083115277,-0.25812600806164965,-0.23656491395156132
