GEO_NAME,0 to 4 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,5 to 9 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over,High (secondary) school diploma or equivalency certificate,"No certificate, diploma or degree","Postsecondary certificate, diploma or degree",Immigrants,Non-immigrants,Non-permanent residents,Married or living common-law,Not married and not living common-law,With children,Without children,Apartment in a building that has fewer than five storeys,Apartment in a building that has five or more storeys,Apartment or flat in a duplex,Movable dwelling,Other single-attached house,Row house,Semi-detached house,Single-detached house,"$10,000 to $19,999","$100,000 and over","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","Under $10,000 (including loss)"
Salaberry-de-Valleyfield,2070.0,1980.0,1695.0,2050.0,2720.0,2750.0,2400.0,2475.0,2190.0,2205.0,2515.0,3285.0,3655.0,3325.0,2800.0,2150.0,1245.0,2535.0,8750.0,8910.0,59520.0,3025.0,39740.0,150.0,48505.0,34190.0,3685.0,5840.0,6535.0,0.0,2700.0,0.0,60.0,390.0,1235.0,9150.0,4585.0,3170.0,6510.0,5145.0,4755.0,3600.0,2465.0,1680.0,1260.0,830.0,1940.0
Salmon Arm,755.0,1120.0,1065.0,730.0,825.0,965.0,1005.0,1075.0,990.0,975.0,1150.0,1370.0,1690.0,1610.0,1435.0,1170.0,825.0,1935.0,4760.0,2515.0,27980.0,4215.0,16855.0,125.0,21530.0,13710.0,1895.0,2950.0,1105.0,0.0,680.0,420.0,30.0,605.0,225.0,5155.0,2080.0,2455.0,2700.0,2200.0,1890.0,1440.0,1075.0,840.0,590.0,445.0,1155.0
Sarnia,4725.0,5235.0,4975.0,5155.0,5905.0,5865.0,5730.0,5375.0,5355.0,4910.0,5735.0,7130.0,7955.0,7380.0,6195.0,4350.0,2765.0,5695.0,24775.0,11095.0,144300.0,21585.0,84845.0,1365.0,104735.0,69020.0,10155.0,13515.0,3190.0,3985.0,800.0,45.0,75.0,2170.0,1375.0,30940.0,9540.0,19715.0,11365.0,10025.0,8745.0,7165.0,5685.0,4395.0,3195.0,2700.0,6245.0
Saskatoon,19300.0,20180.0,18580.0,21905.0,22775.0,25245.0,25095.0,22050.0,18850.0,21180.0,17540.0,19290.0,18505.0,15645.0,11525.0,7510.0,5420.0,13785.0,75105.0,33370.0,449600.0,144500.0,249955.0,5490.0,318250.0,219355.0,37720.0,34150.0,26055.0,4720.0,6800.0,945.0,55.0,8260.0,4605.0,73655.0,24655.0,56570.0,34600.0,30315.0,27005.0,22565.0,18375.0,14760.0,11700.0,9225.0,19030.0
Sault Ste. Marie,3275.0,3820.0,3740.0,4250.0,4495.0,4515.0,4320.0,4305.0,4165.0,3955.0,4680.0,5935.0,6395.0,5525.0,4840.0,3365.0,2470.0,5340.0,19645.0,10215.0,108100.0,13110.0,68400.0,930.0,79025.0,59635.0,7565.0,10085.0,4970.0,2060.0,1450.0,80.0,95.0,945.0,1825.0,22990.0,7880.0,10505.0,9595.0,8945.0,7760.0,5745.0,4350.0,3415.0,2905.0,2370.0,4140.0
Sept-Îles,1475.0,1845.0,1570.0,1435.0,1600.0,1645.0,1675.0,1770.0,1720.0,1650.0,1840.0,2140.0,2040.0,1690.0,1395.0,985.0,735.0,1055.0,4585.0,5815.0,39770.0,1245.0,26520.0,150.0,31510.0,20815.0,2775.0,3320.0,2945.0,175.0,510.0,1360.0,20.0,470.0,540.0,6265.0,2265.0,6110.0,3015.0,2640.0,2540.0,2225.0,1670.0,1185.0,885.0,725.0,1425.0
Shawinigan,1985.0,2085.0,1880.0,1950.0,2280.0,2420.0,2550.0,2675.0,2380.0,2215.0,2680.0,4045.0,5125.0,4700.0,3815.0,2790.0,1860.0,4355.0,9900.0,9315.0,75445.0,2475.0,46310.0,320.0,55920.0,41425.0,3620.0,7450.0,8815.0,15.0,2420.0,90.0,300.0,220.0,700.0,12495.0,6105.0,3090.0,8415.0,6175.0,5775.0,4175.0,2535.0,1635.0,1080.0,765.0,2515.0
Sherbrooke,10745.0,12850.0,11755.0,15505.0,14945.0,13740.0,13615.0,14145.0,12420.0,12420.0,12765.0,15385.0,16085.0,15150.0,13150.0,9755.0,6010.0,13930.0,37600.0,30555.0,379730.0,40700.0,199560.0,3815.0,259180.0,173955.0,21170.0,30090.0,41950.0,2480.0,6015.0,570.0,365.0,2800.0,4895.0,45580.0,23315.0,23855.0,32535.0,25020.0,23715.0,18275.0,12995.0,9320.0,7045.0,4795.0,11185.0
Sorel-Tracy,1560.0,1855.0,1730.0,1755.0,1895.0,2085.0,2220.0,2515.0,2140.0,1855.0,2510.0,3215.0,3955.0,3800.0,3350.0,2640.0,1395.0,2915.0,8320.0,8135.0,63525.0,2335.0,39275.0,160.0,49880.0,32885.0,3455.0,6505.0,5430.0,150.0,1770.0,55.0,95.0,375.0,1105.0,11330.0,4980.0,4560.0,6620.0,4975.0,4280.0,3140.0,2145.0,1580.0,1415.0,975.0,2215.0
Squamish,1490.0,1510.0,1060.0,980.0,1725.0,2365.0,2605.0,2315.0,2005.0,1560.0,1490.0,1245.0,1035.0,960.0,745.0,525.0,325.0,585.0,5175.0,1760.0,39115.0,11400.0,18495.0,685.0,27935.0,15050.0,3095.0,2870.0,1660.0,635.0,610.0,370.0,20.0,1355.0,845.0,3810.0,1610.0,5950.0,2170.0,2200.0,2075.0,1885.0,1510.0,1325.0,1045.0,895.0,1330.0
St. Catharines - Niagara,19555.0,22085.0,22615.0,24930.0,26400.0,26150.0,24785.0,23985.0,24990.0,21160.0,27735.0,33310.0,33405.0,30475.0,26870.0,18590.0,12730.0,27685.0,116720.0,56295.0,593880.0,166995.0,340945.0,8235.0,452290.0,325510.0,46690.0,54875.0,20980.0,10430.0,6415.0,555.0,580.0,12395.0,9680.0,118200.0,45315.0,54950.0,60785.0,53525.0,42760.0,32500.0,23745.0,16965.0,12180.0,9960.0,25760.0
St. John's,9135.0,11655.0,11235.0,13645.0,13605.0,14630.0,15020.0,14735.0,14490.0,10775.0,14850.0,15570.0,14610.0,12870.0,10645.0,7185.0,4325.0,7160.0,46700.0,21900.0,340060.0,23665.0,194935.0,4375.0,225625.0,157430.0,24620.0,25745.0,7225.0,550.0,22210.0,150.0,155.0,6285.0,4210.0,49215.0,19270.0,39960.0,26135.0,21860.0,19920.0,15670.0,12150.0,9510.0,7710.0,6455.0,12495.0
Steinbach,1265.0,1230.0,1090.0,1330.0,1260.0,1225.0,1275.0,1130.0,1000.0,1295.0,880.0,945.0,835.0,825.0,725.0,595.0,435.0,960.0,4675.0,3330.0,18055.0,9135.0,13585.0,255.0,17745.0,11060.0,2145.0,2000.0,1495.0,255.0,255.0,165.0,5.0,290.0,620.0,3750.0,1900.0,1365.0,2400.0,1900.0,1800.0,1290.0,875.0,580.0,430.0,290.0,1165.0
Stratford,1530.0,1695.0,1705.0,1680.0,1965.0,2040.0,2100.0,1900.0,1960.0,1580.0,1995.0,2530.0,2625.0,2425.0,2015.0,1400.0,1000.0,2185.0,8810.0,4580.0,44640.0,7765.0,28625.0,300.0,35065.0,24845.0,3350.0,4460.0,2950.0,820.0,670.0,0.0,30.0,940.0,1535.0,7805.0,3200.0,4365.0,4175.0,3620.0,3515.0,3045.0,2235.0,1580.0,1065.0,820.0,1655.0
Strathmore,745.0,1080.0,980.0,670.0,725.0,925.0,1015.0,1000.0,990.0,1005.0,940.0,905.0,815.0,785.0,690.0,465.0,325.0,555.0,3875.0,2040.0,17120.0,2925.0,12730.0,130.0,15025.0,9185.0,1705.0,1690.0,740.0,0.0,60.0,225.0,0.0,560.0,700.0,3235.0,1065.0,2560.0,1725.0,1320.0,1165.0,870.0,815.0,635.0,520.0,430.0,895.0
Summerside,745.0,1005.0,995.0,1175.0,915.0,970.0,1010.0,1010.0,1135.0,955.0,1140.0,1440.0,1365.0,1240.0,1145.0,775.0,575.0,1115.0,4770.0,2745.0,23330.0,2690.0,15965.0,640.0,18520.0,13980.0,1710.0,2405.0,1365.0,35.0,265.0,520.0,10.0,785.0,760.0,4210.0,1835.0,1160.0,2745.0,2380.0,2150.0,1525.0,980.0,610.0,390.0,305.0,1040.0
Swift Current,945.0,1060.0,1115.0,1050.0,1085.0,1210.0,1315.0,1100.0,1060.0,1120.0,1060.0,1265.0,1295.0,1140.0,925.0,675.0,565.0,1550.0,5025.0,2680.0,23105.0,5575.0,15685.0,245.0,20155.0,12380.0,2080.0,2465.0,1280.0,100.0,165.0,265.0,5.0,365.0,400.0,5360.0,1520.0,2915.0,2065.0,1830.0,1835.0,1460.0,1195.0,855.0,710.0,485.0,1110.0
Sylvan Lake,1010.0,1265.0,1085.0,950.0,1090.0,1265.0,1405.0,1260.0,1085.0,1215.0,995.0,1015.0,980.0,775.0,545.0,275.0,185.0,230.0,4380.0,2130.0,20890.0,2510.0,15285.0,80.0,16865.0,10855.0,1960.0,1785.0,535.0,135.0,235.0,190.0,5.0,775.0,310.0,4430.0,1155.0,3520.0,1775.0,1520.0,1330.0,1050.0,920.0,735.0,555.0,545.0,1010.0
Terrace,1145.0,1195.0,1085.0,1115.0,1415.0,1455.0,1340.0,1210.0,1155.0,1185.0,1355.0,1380.0,1360.0,1125.0,910.0,585.0,340.0,495.0,4900.0,2805.0,26755.0,3595.0,17435.0,440.0,20975.0,13695.0,2085.0,2440.0,610.0,0.0,385.0,750.0,50.0,485.0,345.0,5375.0,1655.0,3850.0,2130.0,1900.0,1695.0,1460.0,1140.0,900.0,755.0,605.0,1235.0
Thetford Mines,1100.0,1430.0,1160.0,1145.0,1290.0,1305.0,1395.0,1640.0,1345.0,1305.0,1485.0,2065.0,2425.0,2400.0,2270.0,1745.0,1230.0,3110.0,4725.0,5060.0,43740.0,1090.0,25555.0,400.0,32895.0,21740.0,2250.0,4310.0,2690.0,0.0,1430.0,145.0,70.0,90.0,220.0,8615.0,3200.0,1725.0,4675.0,3390.0,3140.0,2495.0,1445.0,870.0,655.0,415.0,1210.0
Thompson,1095.0,1140.0,905.0,925.0,1070.0,1075.0,905.0,900.0,770.0,1135.0,785.0,795.0,570.0,400.0,270.0,170.0,90.0,80.0,2925.0,2485.0,12960.0,4500.0,10935.0,220.0,11580.0,9205.0,1475.0,970.0,1175.0,155.0,5.0,435.0,5.0,435.0,165.0,2300.0,900.0,3135.0,1085.0,980.0,960.0,775.0,635.0,450.0,395.0,390.0,920.0
Thunder Bay,5550.0,6145.0,6125.0,7975.0,8735.0,7780.0,7280.0,6740.0,7085.0,5965.0,7815.0,9235.0,9780.0,8450.0,7235.0,4615.0,3230.0,7030.0,28390.0,17305.0,180390.0,21690.0,108275.0,2710.0,125615.0,97915.0,12250.0,15545.0,7925.0,2575.0,2440.0,400.0,120.0,1495.0,2100.0,37165.0,11245.0,19535.0,14650.0,13210.0,12125.0,10105.0,8065.0,6145.0,4455.0,3570.0,6620.0
Tillsonburg,885.0,885.0,965.0,895.0,970.0,1010.0,990.0,990.0,980.0,860.0,1095.0,1280.0,1365.0,1405.0,1390.0,1080.0,750.0,1640.0,5150.0,3655.0,21465.0,4830.0,15985.0,20.0,20720.0,12915.0,1840.0,2870.0,1135.0,495.0,205.0,10.0,25.0,495.0,285.0,5575.0,1990.0,1970.0,2720.0,2045.0,1955.0,1660.0,1200.0,870.0,500.0,370.0,995.0
Timmins,1950.0,2420.0,2270.0,2580.0,2720.0,2815.0,2545.0,2500.0,2580.0,2285.0,2680.0,3220.0,3130.0,2525.0,1905.0,1305.0,910.0,1605.0,9920.0,7315.0,51675.0,3130.0,38290.0,650.0,43690.0,30355.0,4280.0,5205.0,2480.0,510.0,1100.0,265.0,85.0,605.0,1185.0,11650.0,3945.0,8855.0,4805.0,3830.0,3445.0,2940.0,2410.0,1810.0,1360.0,1230.0,2435.0
Toronto,289425.0,349955.0,357165.0,418430.0,466530.0,467160.0,443940.0,414950.0,414990.0,325675.0,431180.0,438475.0,381715.0,308525.0,258975.0,175000.0,126985.0,266305.0,1289080.0,737285.0,9648795.0,6442080.0,3030045.0,249980.0,6096150.0,4703330.0,838310.0,552175.0,215325.0,694735.0,90500.0,635.0,3470.0,210100.0,164580.0,883125.0,614440.0,1309565.0,794350.0,588250.0,477560.0,389850.0,309625.0,248620.0,202345.0,166190.0,481940.0
Trail,545.0,730.0,645.0,675.0,865.0,780.0,890.0,755.0,760.0,695.0,845.0,1035.0,1300.0,1225.0,990.0,615.0,450.0,950.0,3690.0,1660.0,21345.0,2340.0,12570.0,210.0,15395.0,10665.0,1325.0,2100.0,780.0,0.0,225.0,95.0,15.0,200.0,240.0,4950.0,1270.0,2645.0,1750.0,1665.0,1470.0,1175.0,715.0,555.0,395.0,420.0,860.0
Trois-Rivières,7210.0,8270.0,7550.0,8940.0,9705.0,9005.0,9485.0,9810.0,8240.0,8035.0,8835.0,11815.0,13140.0,12175.0,10630.0,7985.0,5165.0,11000.0,29030.0,22405.0,265915.0,15620.0,146760.0,2415.0,187215.0,126455.0,14195.0,22320.0,27535.0,1115.0,5215.0,265.0,365.0,1975.0,5115.0,35045.0,16945.0,17035.0,23395.0,18320.0,17305.0,13600.0,9140.0,6375.0,4705.0,3230.0,7890.0
Truro,1925.0,2495.0,2360.0,2430.0,2550.0,2515.0,2555.0,2515.0,2860.0,2250.0,3095.0,3760.0,3725.0,3350.0,2930.0,2110.0,1415.0,2640.0,11470.0,7465.0,62665.0,4825.0,42640.0,590.0,49875.0,33855.0,4405.0,6700.0,3720.0,5.0,1055.0,1250.0,65.0,230.0,655.0,13715.0,5195.0,4145.0,7010.0,5515.0,4920.0,3475.0,2450.0,1710.0,1340.0,915.0,2920.0
Val-d'Or,2025.0,2090.0,1705.0,1770.0,2105.0,2270.0,2135.0,2075.0,1985.0,1970.0,2015.0,2610.0,2745.0,2190.0,1725.0,1215.0,740.0,1325.0,5830.0,7195.0,48760.0,1940.0,32420.0,265.0,41580.0,23400.0,3510.0,4510.0,4350.0,225.0,1595.0,220.0,40.0,295.0,620.0,8030.0,3010.0,6525.0,4140.0,3290.0,3185.0,2685.0,2035.0,1435.0,1240.0,865.0,1690.0
Vancouver,114775.0,131975.0,137415.0,174255.0,201270.0,210035.0,199405.0,178110.0,172885.0,125290.0,183290.0,184880.0,168455.0,144285.0,121230.0,80025.0,56105.0,118295.0,618710.0,270240.0,4165250.0,2467105.0,1384550.0,133275.0,2748710.0,1975550.0,327035.0,288310.0,255555.0,197280.0,167855.0,4525.0,1340.0,105965.0,22030.0,288775.0,248480.0,525040.0,325665.0,260250.0,222385.0,184935.0,146880.0,115620.0,91245.0,72940.0,229760.0
Vernon,2555.0,3425.0,3195.0,2865.0,3105.0,3555.0,3845.0,3790.0,3785.0,3265.0,4005.0,5210.0,5790.0,5425.0,4825.0,3390.0,2430.0,5245.0,17750.0,8325.0,96170.0,17020.0,56995.0,510.0,74660.0,47215.0,6315.0,10410.0,4905.0,350.0,2205.0,1005.0,100.0,2200.0,1680.0,16285.0,6755.0,10110.0,9000.0,7700.0,6510.0,5150.0,3860.0,2880.0,2145.0,1720.0,4050.0
Victoria,15140.0,17625.0,18365.0,23805.0,26575.0,27615.0,27585.0,25290.0,23615.0,17725.0,25090.0,27400.0,28490.0,27680.0,25040.0,16855.0,10875.0,24925.0,94050.0,35000.0,650890.0,164395.0,306395.0,8730.0,429535.0,305605.0,38365.0,56130.0,47460.0,14650.0,27125.0,2110.0,305.0,11320.0,6445.0,67260.0,32470.0,75760.0,46350.0,40875.0,37875.0,32780.0,26745.0,21285.0,16590.0,12720.0,24290.0
Victoriaville,2550.0,3025.0,2705.0,2475.0,2580.0,2740.0,3135.0,3295.0,2895.0,2890.0,2835.0,3720.0,3975.0,4020.0,3505.0,2745.0,1870.0,4010.0,9355.0,9455.0,78380.0,3810.0,48565.0,415.0,61835.0,39335.0,4970.0,7145.0,7685.0,5.0,1290.0,70.0,35.0,195.0,2420.0,12215.0,5830.0,4100.0,7820.0,5995.0,5880.0,4520.0,2945.0,2030.0,1440.0,820.0,2210.0
Wasaga Beach,865.0,1095.0,985.0,920.0,1050.0,1080.0,1215.0,1170.0,1200.0,950.0,1410.0,2025.0,2280.0,2535.0,2525.0,1755.0,1015.0,1580.0,7585.0,4035.0,31905.0,8825.0,20170.0,140.0,29855.0,16445.0,2290.0,4460.0,510.0,0.0,140.0,35.0,25.0,910.0,255.0,8930.0,3080.0,3010.0,3970.0,3105.0,2580.0,1865.0,1400.0,1040.0,745.0,565.0,1375.0
Wetaskiwin,710.0,790.0,775.0,700.0,645.0,750.0,765.0,780.0,730.0,790.0,735.0,850.0,865.0,720.0,610.0,520.0,430.0,850.0,3295.0,2570.0,12840.0,3815.0,10420.0,100.0,11450.0,10155.0,1195.0,1320.0,980.0,0.0,170.0,165.0,10.0,445.0,405.0,3015.0,990.0,1260.0,1880.0,1290.0,1120.0,865.0,735.0,530.0,365.0,260.0,665.0
Weyburn,720.0,815.0,770.0,665.0,620.0,835.0,890.0,755.0,735.0,795.0,670.0,775.0,740.0,640.0,505.0,400.0,355.0,1135.0,3390.0,1735.0,14060.0,3280.0,10500.0,90.0,12605.0,8225.0,1385.0,1460.0,1055.0,115.0,55.0,135.0,5.0,110.0,140.0,3480.0,950.0,2150.0,1330.0,1140.0,1030.0,910.0,745.0,540.0,440.0,345.0,685.0
Whitehorse,1755.0,1815.0,1670.0,1790.0,2250.0,2795.0,2840.0,2285.0,2140.0,1940.0,1885.0,2085.0,2150.0,1745.0,1310.0,750.0,385.0,625.0,6580.0,3165.0,50870.0,11195.0,25940.0,855.0,34000.0,23285.0,3435.0,3755.0,1830.0,55.0,650.0,1230.0,90.0,1155.0,1060.0,7110.0,1790.0,9165.0,2710.0,2525.0,2320.0,2070.0,2045.0,2095.0,1845.0,1685.0,1480.0
Williams Lake,1225.0,1390.0,1250.0,1160.0,1315.0,1420.0,1485.0,1415.0,1400.0,1360.0,1555.0,1760.0,1885.0,1760.0,1370.0,885.0,495.0,940.0,6705.0,4100.0,28005.0,4440.0,21160.0,190.0,26365.0,15835.0,2330.0,3420.0,970.0,0.0,570.0,1285.0,25.0,385.0,270.0,6530.0,2290.0,3820.0,2870.0,2465.0,2110.0,1620.0,1305.0,1095.0,880.0,640.0,1720.0
Windsor,20375.0,25210.0,25840.0,27555.0,27620.0,25355.0,24435.0,24985.0,26930.0,23210.0,28470.0,31280.0,29830.0,25375.0,21615.0,14555.0,9775.0,20445.0,109585.0,60940.0,548460.0,220915.0,309340.0,9255.0,418360.0,316110.0,49915.0,45215.0,13905.0,14110.0,4665.0,745.0,160.0,9230.0,7490.0,115360.0,41290.0,62945.0,51515.0,44530.0,40335.0,31840.0,22765.0,17020.0,12420.0,10220.0,28435.0
Winkler,2540.0,2650.0,2495.0,2210.0,2245.0,2185.0,2160.0,1965.0,1855.0,2750.0,1695.0,1670.0,1655.0,1395.0,1100.0,780.0,615.0,1390.0,8215.0,7560.0,26990.0,19320.0,23785.0,270.0,32820.0,17435.0,4465.0,3380.0,845.0,350.0,60.0,440.0,10.0,1025.0,690.0,7945.0,3365.0,2035.0,4115.0,3445.0,3355.0,2350.0,1355.0,890.0,695.0,465.0,2375.0
Winnipeg,44715.0,48420.0,47940.0,61050.0,59295.0,59905.0,59540.0,55865.0,52475.0,47990.0,50385.0,54875.0,51820.0,44510.0,37020.0,24280.0,16295.0,36590.0,203950.0,98860.0,1170085.0,506385.0,581540.0,30220.0,827130.0,622335.0,99725.0,86330.0,57665.0,41290.0,5600.0,1655.0,310.0,12290.0,12395.0,199120.0,71045.0,112465.0,101725.0,88755.0,80075.0,63080.0,48245.0,35965.0,27455.0,21660.0,61495.0
Wood Buffalo,5905.0,4995.0,4010.0,3980.0,5255.0,7520.0,8085.0,6615.0,5460.0,6060.0,4925.0,4510.0,3260.0,1705.0,825.0,410.0,190.0,260.0,17135.0,7020.0,104625.0,38930.0,57005.0,865.0,79395.0,42710.0,10325.0,6565.0,5645.0,845.0,470.0,2605.0,5.0,2755.0,1235.0,12915.0,3445.0,40580.0,4470.0,3950.0,3625.0,3165.0,2770.0,2405.0,2320.0,2225.0,4815.0
Woodstock,2710.0,2645.0,2480.0,2460.0,3035.0,3415.0,3295.0,3020.0,2750.0,2875.0,2650.0,3170.0,3045.0,2640.0,2335.0,1665.0,1175.0,2670.0,12665.0,7530.0,54720.0,15410.0,38855.0,285.0,49640.0,31910.0,5465.0,5580.0,2285.0,1680.0,390.0,0.0,25.0,2200.0,1455.0,10855.0,4390.0,5385.0,5595.0,4780.0,4645.0,4095.0,3095.0,2135.0,1510.0,1065.0,2510.0
Yellowknife,1360.0,1340.0,1190.0,1310.0,1635.0,1855.0,1745.0,1665.0,1410.0,1420.0,1325.0,1385.0,1115.0,725.0,425.0,235.0,95.0,215.0,4265.0,2240.0,28910.0,7810.0,16300.0,345.0,20960.0,14090.0,2545.0,1885.0,1940.0,295.0,305.0,545.0,20.0,885.0,195.0,3330.0,855.0,10270.0,1195.0,1110.0,1085.0,1020.0,940.0,1040.0,940.0,945.0,1435.0
Yorkton,1070.0,1310.0,1215.0,1085.0,1105.0,1220.0,1255.0,1280.0,1220.0,1210.0,1160.0,1325.0,1310.0,1125.0,935.0,720.0,615.0,1420.0,5780.0,3075.0,22620.0,5480.0,17105.0,345.0,20405.0,13675.0,2120.0,2475.0,1345.0,0.0,60.0,195.0,5.0,235.0,280.0,6310.0,1755.0,2845.0,2415.0,2050.0,1870.0,1545.0,1230.0,875.0,630.0,550.0,1005.0
