,GEO_NAME,CHARACTERISTIC_NAME,C1_COUNT_TOTAL,C2_COUNT_MEN+,C3_COUNT_WOMEN+,Level,Lvl-0,Lvl-1,Lvl-2,Lvl-3,Lvl-4,Lvl-5,Lvl-6,Lvl-7,Lvl-8
13170,Quebec,    25 to 29 years,527150.0,266455.0,260700.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,25 to 29 years,,,,,,
13171,Quebec,    30 to 34 years,536040.0,267770.0,268270.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,30 to 34 years,,,,,,
13172,Quebec,    35 to 39 years,550425.0,274350.0,276075.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,35 to 39 years,,,,,,
13173,Quebec,    40 to 44 years,572565.0,286405.0,286160.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,40 to 44 years,,,,,,
13174,Quebec,    45 to 49 years,516465.0,259565.0,256905.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,45 to 49 years,,,,,,
13175,Quebec,    50 to 54 years,522935.0,262610.0,260325.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,50 to 54 years,,,,,,
13176,Quebec,    55 to 59 years,615690.0,307230.0,308465.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,55 to 59 years,,,,,,
13177,Quebec,    60 to 64 years,625610.0,307710.0,317900.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,60 to 64 years,,,,,,
13178,Quebec,  65 years and over,1753530.0,801925.0,951605.0,1.0,Total - Age groups of the population - 100% data,65 years and over,,,,,,,
13179,Quebec,    65 to 69 years,541970.0,264020.0,277950.0,2.0,Total - Age groups of the population - 100% data,65 years and over,65 to 69 years,,,,,,
13180,Quebec,    70 to 74 years,455900.0,217985.0,237910.0,2.0,Total - Age groups of the population - 100% data,65 years and over,70 to 74 years,,,,,,
13181,Quebec,    75 to 79 years,330840.0,153790.0,177050.0,2.0,Total - Age groups of the population - 100% data,65 years and over,75 to 79 years,,,,,,
13182,Quebec,    80 to 84 years,210405.0,90825.0,119580.0,2.0,Total - Age groups of the population - 100% data,65 years and over,80 to 84 years,,,,,,
13183,Quebec,    85 years and over,214415.0,75305.0,139115.0,2.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,,,,,,
13184,Quebec,      85 to 89 years,131755.0,50610.0,81150.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,85 to 89 years,,,,,
13185,Quebec,      90 to 94 years,65020.0,20490.0,44535.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,90 to 94 years,,,,,
13186,Quebec,      95 to 99 years,15665.0,3875.0,11790.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,95 to 99 years,,,,,
13187,Quebec,      100 years and over,1975.0,330.0,1640.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,100 years and over,,,,,
13195,Quebec,Total - Occupied private dwellings by structural type of dwelling - 100% data,3749035.0,,,0.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,,,
13196,Quebec,  Single-detached house,1671920.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,,,
13197,Quebec,  Semi-detached house,199080.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Semi-detached house,,,,,,,
13198,Quebec,  Row house,98625.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Row house,,,,,,,
13199,Quebec,  Apartment or flat in a duplex,271245.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment or flat in a duplex,,,,,,,
13200,Quebec,  Apartment in a building that has fewer than five storeys,1242910.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has fewer than five storeys,,,,,,,
13201,Quebec,  Apartment in a building that has five or more storeys,225745.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,,,
13202,Quebec,  Other single-attached house,15745.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other single-attached house,,,,,,,
13203,Quebec,  Movable dwelling,23760.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,,,
13212,Quebec,Total - Marital status for the total population aged 15 years and over - 100% data,7110470.0,3488670.0,3621805.0,0.0,Total - Marital status for the total population aged 15 years and over - 100% data,,,,,,,,
13213,Quebec,  Married or living common-law,3967915.0,1986770.0,1981145.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,,,,,,,
13214,Quebec,    Married,2310860.0,1157085.0,1153775.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Married,,,,,,
13215,Quebec,    Living common-law,1657050.0,829680.0,827375.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,,,,,,
13216,Quebec,      Living common law - Never married,1345765.0,671000.0,674765.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Never married,,,,,
13217,Quebec,      Living common law - Separated,17505.0,9090.0,8410.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Separated,,,,,
13218,Quebec,      Living common law - Divorced,261885.0,135520.0,126370.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Divorced,,,,,
13219,Quebec,      Living common law - Widowed,31900.0,14070.0,17830.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Widowed,,,,,
13220,Quebec,  Not married and not living common-law,3142560.0,1501895.0,1640660.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,,,,,,,
13221,Quebec,    Not married and not living common law - Never married,2161975.0,1166840.0,995135.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Never married,,,,,,
13222,Quebec,    Not married and not living common law - Separated,106275.0,48095.0,58175.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Separated,,,,,,
13223,Quebec,    Not married and not living common law - Divorced,494210.0,197455.0,296755.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Divorced,,,,,,
13224,Quebec,    Not married and not living common law - Widowed,380100.0,89515.0,290580.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Widowed,,,,,,
13309,Quebec,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,6918715.0,3414445.0,3504275.0,0.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,,,,,,,,
13310,Quebec,  Without total income,179955.0,87650.0,92310.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,Without total income,,,,,,,
13311,Quebec,  With total income,6738765.0,3326800.0,3411970.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,,,,,,,
13312,Quebec,"    Under $10,000 (including loss)",462400.0,204245.0,258155.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"Under $10,000 (including loss)",,,,,,
13313,Quebec,"    $10,000 to $19,999",809375.0,334315.0,475065.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$10,000 to $19,999",,,,,,
13314,Quebec,"    $20,000 to $29,999",1124265.0,499780.0,624485.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$20,000 to $29,999",,,,,,
13315,Quebec,"    $30,000 to $39,999",896520.0,414070.0,482445.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$30,000 to $39,999",,,,,,
13316,Quebec,"    $40,000 to $49,999",849005.0,411680.0,437325.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$40,000 to $49,999",,,,,,
13317,Quebec,"    $50,000 to $59,999",687020.0,345720.0,341305.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$50,000 to $59,999",,,,,,
13318,Quebec,"    $60,000 to $69,999",503110.0,271695.0,231415.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$60,000 to $69,999",,,,,,
13319,Quebec,"    $70,000 to $79,999",367455.0,208475.0,158980.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$70,000 to $79,999",,,,,,
13320,Quebec,"    $80,000 to $89,999",284690.0,158760.0,125930.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$80,000 to $89,999",,,,,,
13321,Quebec,"    $90,000 to $99,999",198140.0,112355.0,85780.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$90,000 to $99,999",,,,,,
13322,Quebec,"    $100,000 and over",556780.0,365700.0,191080.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over",,,,,,
13323,Quebec,"      $100,000 to $149,999",385890.0,245635.0,140260.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$100,000 to $149,999",,,,,
13324,Quebec,"      $150,000 and over",170890.0,120065.0,50820.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$150,000 and over",,,,,
15793,Ontario,Total - Age groups of the population - 100% data,14223945.0,6970855.0,7253085.0,0.0,Total - Age groups of the population - 100% data,,,,,,,,
15794,Ontario,  0 to 14 years,2251795.0,1155630.0,1096160.0,1.0,Total - Age groups of the population - 100% data,0 to 14 years,,,,,,,
15795,Ontario,    0 to 4 years,683515.0,350035.0,333480.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,0 to 4 years,,,,,,
15796,Ontario,    5 to 9 years,764430.0,392380.0,372050.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,5 to 9 years,,,,,,
15797,Ontario,    10 to 14 years,803850.0,413215.0,390635.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,10 to 14 years,,,,,,
15798,Ontario,  15 to 64 years,9334440.0,4616340.0,4718100.0,1.0,Total - Age groups of the population - 100% data,15 to 64 years,,,,,,,
15799,Ontario,    15 to 19 years,801455.0,413485.0,387970.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,15 to 19 years,,,,,,
15800,Ontario,    20 to 24 years,895600.0,465525.0,430075.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,20 to 24 years,,,,,,
15801,Ontario,    25 to 29 years,975400.0,497185.0,478215.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,25 to 29 years,,,,,,
15802,Ontario,    30 to 34 years,981210.0,487465.0,493745.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,30 to 34 years,,,,,,
15803,Ontario,    35 to 39 years,948030.0,463170.0,484860.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,35 to 39 years,,,,,,
15804,Ontario,    40 to 44 years,890160.0,427860.0,462295.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,40 to 44 years,,,,,,
15805,Ontario,    45 to 49 years,894580.0,430580.0,464005.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,45 to 49 years,,,,,,
15806,Ontario,    50 to 54 years,941270.0,455420.0,485845.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,50 to 54 years,,,,,,
15807,Ontario,    55 to 59 years,1040160.0,507700.0,532465.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,55 to 59 years,,,,,,
15808,Ontario,    60 to 64 years,966575.0,467955.0,498625.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,60 to 64 years,,,,,,
15809,Ontario,  65 years and over,2637710.0,1198880.0,1438825.0,1.0,Total - Age groups of the population - 100% data,65 years and over,,,,,,,
15810,Ontario,    65 to 69 years,813215.0,386325.0,426890.0,2.0,Total - Age groups of the population - 100% data,65 years and over,65 to 69 years,,,,,,
15811,Ontario,    70 to 74 years,691280.0,325435.0,365840.0,2.0,Total - Age groups of the population - 100% data,65 years and over,70 to 74 years,,,,,,
15812,Ontario,    75 to 79 years,469485.0,217485.0,252000.0,2.0,Total - Age groups of the population - 100% data,65 years and over,75 to 79 years,,,,,,
15813,Ontario,    80 to 84 years,325110.0,143070.0,182045.0,2.0,Total - Age groups of the population - 100% data,65 years and over,80 to 84 years,,,,,,
15814,Ontario,    85 years and over,338620.0,126565.0,212050.0,2.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,,,,,,
15815,Ontario,      85 to 89 years,205480.0,83875.0,121605.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,85 to 89 years,,,,,
15816,Ontario,      90 to 94 years,101430.0,34715.0,66710.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,90 to 94 years,,,,,
15817,Ontario,      95 to 99 years,28000.0,7235.0,20770.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,95 to 99 years,,,,,
15818,Ontario,      100 years and over,3705.0,745.0,2965.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,100 years and over,,,,,
15826,Ontario,Total - Occupied private dwellings by structural type of dwelling - 100% data,5491200.0,,,0.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,,,
15827,Ontario,  Single-detached house,2942990.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,,,
15828,Ontario,  Semi-detached house,303260.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Semi-detached house,,,,,,,
15829,Ontario,  Row house,505265.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Row house,,,,,,,
15830,Ontario,  Apartment or flat in a duplex,181030.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment or flat in a duplex,,,,,,,
15831,Ontario,  Apartment in a building that has fewer than five storeys,548785.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has fewer than five storeys,,,,,,,
15832,Ontario,  Apartment in a building that has five or more storeys,984665.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,,,
15833,Ontario,  Other single-attached house,10220.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other single-attached house,,,,,,,
15834,Ontario,  Movable dwelling,14985.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,,,
15843,Ontario,Total - Marital status for the total population aged 15 years and over - 100% data,11972145.0,5815220.0,6156925.0,0.0,Total - Marital status for the total population aged 15 years and over - 100% data,,,,,,,,
15844,Ontario,  Married or living common-law,6769725.0,3384485.0,3385240.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,,,,,,,
15845,Ontario,    Married,5738390.0,2866825.0,2871565.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Married,,,,,,
15846,Ontario,    Living common-law,1031340.0,517665.0,513670.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,,,,,,
15847,Ontario,      Living common law - Never married,727825.0,366175.0,361650.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Never married,,,,,
15848,Ontario,      Living common law - Separated,55440.0,29445.0,25995.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Separated,,,,,
15849,Ontario,      Living common law - Divorced,220445.0,110510.0,109935.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Divorced,,,,,
15850,Ontario,      Living common law - Widowed,27625.0,11535.0,16095.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Widowed,,,,,
15851,Ontario,  Not married and not living common-law,5202420.0,2430735.0,2771690.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,,,,,,,
15852,Ontario,    Not married and not living common law - Never married,3515215.0,1885705.0,1629515.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Never married,,,,,,
15853,Ontario,    Not married and not living common law - Separated,333775.0,139675.0,194100.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Separated,,,,,,
15854,Ontario,    Not married and not living common law - Divorced,695630.0,266865.0,428765.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Divorced,,,,,,
15855,Ontario,    Not married and not living common law - Widowed,657800.0,138495.0,519305.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Widowed,,,,,,
15940,Ontario,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,11782845.0,5733685.0,6049165.0,0.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,,,,,,,,
15941,Ontario,  Without total income,488030.0,248310.0,239725.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,Without total income,,,,,,,
15942,Ontario,  With total income,11294815.0,5485375.0,5809440.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,,,,,,,
15943,Ontario,"    Under $10,000 (including loss)",977950.0,423650.0,554300.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"Under $10,000 (including loss)",,,,,,
15944,Ontario,"    $10,000 to $19,999",1383475.0,596755.0,786720.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$10,000 to $19,999",,,,,,
15945,Ontario,"    $20,000 to $29,999",1752040.0,763295.0,988745.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$20,000 to $29,999",,,,,,
15946,Ontario,"    $30,000 to $39,999",1388215.0,609735.0,778480.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$30,000 to $39,999",,,,,,
15947,Ontario,"    $40,000 to $49,999",1190885.0,547655.0,643230.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$40,000 to $49,999",,,,,,
15948,Ontario,"    $50,000 to $59,999",985270.0,468060.0,517205.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$50,000 to $59,999",,,,,,
15949,Ontario,"    $60,000 to $69,999",782980.0,396770.0,386210.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$60,000 to $69,999",,,,,,
15950,Ontario,"    $70,000 to $79,999",612620.0,331080.0,281545.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$70,000 to $79,999",,,,,,
15951,Ontario,"    $80,000 to $89,999",477445.0,271290.0,206150.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$80,000 to $89,999",,,,,,
15952,Ontario,"    $90,000 to $99,999",385830.0,218395.0,167435.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$90,000 to $99,999",,,,,,
15953,Ontario,"    $100,000 and over",1358115.0,858695.0,499415.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over",,,,,,
15954,Ontario,"      $100,000 to $149,999",897615.0,538590.0,359025.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$100,000 to $149,999",,,,,
15955,Ontario,"      $150,000 and over",460495.0,320105.0,140395.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$150,000 and over",,,,,
18424,Manitoba,Total - Age groups of the population - 100% data,1342150.0,666490.0,675660.0,0.0,Total - Age groups of the population - 100% data,,,,,,,,
18425,Manitoba,  0 to 14 years,252935.0,129850.0,123085.0,1.0,Total - Age groups of the population - 100% data,0 to 14 years,,,,,,,
18426,Manitoba,    0 to 4 years,80435.0,41145.0,39290.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,0 to 4 years,,,,,,
18427,Manitoba,    5 to 9 years,86250.0,44515.0,41735.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,5 to 9 years,,,,,,
18428,Manitoba,    10 to 14 years,86250.0,44190.0,42060.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,10 to 14 years,,,,,,
18429,Manitoba,  15 to 64 years,860165.0,432385.0,427780.0,1.0,Total - Age groups of the population - 100% data,15 to 64 years,,,,,,,
18430,Manitoba,    15 to 19 years,80905.0,41945.0,38965.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,15 to 19 years,,,,,,
18431,Manitoba,    20 to 24 years,91415.0,48255.0,43160.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,20 to 24 years,,,,,,
18432,Manitoba,    25 to 29 years,90470.0,46240.0,44230.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,25 to 29 years,,,,,,
18433,Manitoba,    30 to 34 years,91805.0,45805.0,46000.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,30 to 34 years,,,,,,
18434,Manitoba,    35 to 39 years,90150.0,44695.0,45450.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,35 to 39 years,,,,,,
18435,Manitoba,    40 to 44 years,84530.0,41690.0,42840.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,40 to 44 years,,,,,,
18436,Manitoba,    45 to 49 years,80235.0,39915.0,40320.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,45 to 49 years,,,,,,
18437,Manitoba,    50 to 54 years,78210.0,38715.0,39490.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,50 to 54 years,,,,,,
18438,Manitoba,    55 to 59 years,87295.0,43040.0,44255.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,55 to 59 years,,,,,,
18439,Manitoba,    60 to 64 years,85155.0,42080.0,43075.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,60 to 64 years,,,,,,
18440,Manitoba,  65 years and over,229050.0,104255.0,124795.0,1.0,Total - Age groups of the population - 100% data,65 years and over,,,,,,,
18441,Manitoba,    65 to 69 years,73060.0,35565.0,37495.0,2.0,Total - Age groups of the population - 100% data,65 years and over,65 to 69 years,,,,,,
18442,Manitoba,    70 to 74 years,59955.0,28295.0,31665.0,2.0,Total - Age groups of the population - 100% data,65 years and over,70 to 74 years,,,,,,
18443,Manitoba,    75 to 79 years,39885.0,18500.0,21385.0,2.0,Total - Age groups of the population - 100% data,65 years and over,75 to 79 years,,,,,,
18444,Manitoba,    80 to 84 years,26890.0,11700.0,15185.0,2.0,Total - Age groups of the population - 100% data,65 years and over,80 to 84 years,,,,,,
18445,Manitoba,    85 years and over,29255.0,10190.0,19065.0,2.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,,,,,,
18446,Manitoba,      85 to 89 years,17200.0,6610.0,10585.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,85 to 89 years,,,,,
18447,Manitoba,      90 to 94 years,8970.0,2845.0,6125.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,90 to 94 years,,,,,
18448,Manitoba,      95 to 99 years,2640.0,650.0,1995.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,95 to 99 years,,,,,
18449,Manitoba,      100 years and over,445.0,85.0,360.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,100 years and over,,,,,
18457,Manitoba,Total - Occupied private dwellings by structural type of dwelling - 100% data,518055.0,,,0.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,,,
18458,Manitoba,  Single-detached house,343990.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,,,
18459,Manitoba,  Semi-detached house,18185.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Semi-detached house,,,,,,,
18460,Manitoba,  Row house,19725.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Row house,,,,,,,
18461,Manitoba,  Apartment or flat in a duplex,7445.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment or flat in a duplex,,,,,,,
18462,Manitoba,  Apartment in a building that has fewer than five storeys,74865.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has fewer than five storeys,,,,,,,
18463,Manitoba,  Apartment in a building that has five or more storeys,43665.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,,,
18464,Manitoba,  Other single-attached house,600.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other single-attached house,,,,,,,
18465,Manitoba,  Movable dwelling,9590.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,,,
18474,Manitoba,Total - Marital status for the total population aged 15 years and over - 100% data,1089215.0,536645.0,552575.0,0.0,Total - Marital status for the total population aged 15 years and over - 100% data,,,,,,,,
18475,Manitoba,  Married or living common-law,616260.0,307545.0,308715.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,,,,,,,
18476,Manitoba,    Married,515480.0,257300.0,258185.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Married,,,,,,
18477,Manitoba,    Living common-law,100785.0,50250.0,50535.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,,,,,,
18478,Manitoba,      Living common law - Never married,75340.0,37700.0,37640.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Never married,,,,,
18479,Manitoba,      Living common law - Separated,4135.0,2140.0,1995.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Separated,,,,,
18480,Manitoba,      Living common law - Divorced,19035.0,9465.0,9565.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Divorced,,,,,
18481,Manitoba,      Living common law - Widowed,2275.0,940.0,1330.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Widowed,,,,,
18482,Manitoba,  Not married and not living common-law,472955.0,229095.0,243860.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,,,,,,,
18483,Manitoba,    Not married and not living common law - Never married,330855.0,181470.0,149385.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Never married,,,,,,
18484,Manitoba,    Not married and not living common law - Separated,24470.0,10900.0,13565.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Separated,,,,,,
18485,Manitoba,    Not married and not living common law - Divorced,57440.0,23780.0,33665.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Divorced,,,,,,
18486,Manitoba,    Not married and not living common law - Widowed,60190.0,12945.0,47250.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Widowed,,,,,,
18571,Manitoba,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,1058435.0,522575.0,535860.0,0.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,,,,,,,,
18572,Manitoba,  Without total income,35275.0,17750.0,17525.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,Without total income,,,,,,,
